id,question_text,option_a,option_b,option_c,option_d,answer,difficulty,difficulty_numeric,answer_numeric,tag_encoded,option_a_numeric,option_b_numeric,option_c_numeric,option_d_numeric,correct_option_value,question_length,question_word_count,options_mean,options_std,options_range,answer_position,difficulty_rarity,difficulty_bin
Q000074,"The cost of setting up the type of a magazine is 1000. The cost of running the printing machine is 120 per 100 copies. The cost of paper, ink and so on is 60 paise per copy. The magazines are sold at `2.75 each. 900 copies are printed, but only 784 copies are sold. What is the sum to be obtained from advertisements to give a profit of 10% on the cost?",730,720,726,736,C,Moderate,2.0,2.0,11,730.0,720.0,726.0,736.0,726.0,3.5209569321724583,3.6523219072520416,-0.5397968643903966,-0.4471772072785104,-0.47754438895295453,2.0,0.00684931506849315,moderate
Q000075,"A tradesman fixed his selling price of goods at 30% above the cost price. He sells half the stock at this price, one-quarter of his stock at a discount of 15% on the original selling price and rest at a discount of 30% on the original selling price. Find the gain percent altogether.",14.875%,15.375%,15.575%,16.375%,B,Moderate,2.0,1.0,11,14.875,15.375,15.575,16.375,15.375,2.5811065611954116,2.388465340971513,-0.9008909016367421,-0.4533844891102144,-0.4848949107318494,1.0,0.00684931506849315,moderate
Q000076,A tradesman marks an article at 205 more than the cost price. He allows a discount of 10% on the marked price. Find the profit percent if the cost price is x.,x/x (18450 - 10),[ ] (18450 - 10 - x)/x,x/x (18450 - 100),18450/100 x/x -,B,Moderate,2.0,1.0,11,18450.0,18450.0,18450.0,18450.0,18450.0,0.9028023273078275,0.9915712413982966,8.442319112983084,-0.4540183398426194,-0.48565530953656266,1.0,0.00684931506849315,moderate
Q000077,Dolly goes to a shop to purchase a doll priced at `400. She is offered 4 discount options by the shopkeeper. Which of these options should she opt for to gain maximum advantage of the discount offered?,Single discount of 30%,2 successive discounts of 15% each,2 successive discounts of 20% and 10%,2 successive discounts of 20% and 12%,A,Moderate,2.0,0.0,11,30.0,2.0,2.0,2.0,30.0,1.4801389837651564,1.3241650746300146,-0.9042106657520675,-0.4397935055836059,-0.4714611985152484,0.0,0.00684931506849315,moderate
Q000078,A dishonest dealer marks up the price of his goods by 20% and gives a discount of 10% to the customer. He also uses a 900 gram weight instead of a 1 kilogram weight. Find his percentage profit due to these maneuvers.,8%,12%,20%,16%,C,Moderate,2.0,2.0,11,8.0,12.0,20.0,16.0,20.0,1.6815354918316665,1.6567589078617329,-0.9016764946716664,-0.4487714306818842,-0.47957211909885655,2.0,0.00684931506849315,moderate
Q000079,"A dishonest dealer marks up the price of his goods by 20% and gives a discount of 10% to the customer. Besides, he also cheats both his supplier and his buyer by 100 grams while buying or selling 1 kilogram. Find the percentage profit earned by the shopkeeper.",20%,25%,32%,27.5%,C,Moderate,2.0,2.0,11,20.0,25.0,32.0,27.5,32.0,2.2722985821600963,2.055871507739795,-0.8955311298016939,-0.44893169548456396,-0.47957211909885655,2.0,0.00684931506849315,moderate
Q000080,"If Sardar Preetpal Singh’s taxi is 14 years old and has a fuel efficiency of 12 km/litre of fuel, find his profit in a run from Howrah Station to Park Street (a distance of 7 km) if the stoppage time is 8 minutes. (Assume he owns the taxi)",32.25,40.85,34.25,42.85,D,Difficult,3.0,3.0,11,32.25,40.85,34.25,42.85,42.85,1.990343470866982,2.055871507739795,-0.8897405488829776,-0.4488387607748175,-0.48028182464992225,3.0,0.00819672131147541,difficult
Q000081,The maximum revenue has been generated by which taxi?,A,B,C,Cannot be determined,D,Difficult,3.0,3.0,11,165.0,166.0,167.0,2495.0,2495.0,-0.5069732291577432,-0.538360391467607,-0.5295334715147724,0.7291833434731632,0.6954975004513714,3.0,0.00819672131147541,difficult
Q000082,Which of the three taxis generated the maximum revenue?,A,B,C,Both A & B (e) Cannot be determined,C,Difficult,3.0,2.0,11,165.0,166.0,167.0,3929.0,167.0,-0.4801203614155418,-0.538360391467607,-0.34783340505001714,1.4576979586185745,1.4224387577572501,2.0,0.00819672131147541,difficult
Q000083,What percentage of the total revenue was generated by taxi B?,32.30,33.36,34.32,34.36,B,Difficult,3.0,1.0,11,32.3,33.36,34.32,34.36,33.36,-0.3995617581889378,-0.4053228581749197,-0.8917501465497355,-0.45302927658974473,-0.48461102851142307,1.0,0.00819672131147541,difficult
Q000084,The highest profit was yielded by which taxi?,A,B,C,Both A & B,C,Difficult,3.0,2.0,11,165.0,166.0,167.0,1429.0,167.0,-0.6143847001265486,-0.6048791581139505,-0.6646047901001483,0.18762382751836928,0.15510741656847968,2.0,0.00819672131147541,difficult
Q000085,The taxi which had the highest percentage profit for the day was,A,B,C,B & C,A,Difficult,3.0,0.0,11,165.0,166.0,167.0,735.0,165.0,-0.3592824565756358,-0.33880409152857605,-0.7525405265900648,-0.1649481960477987,-0.196703763745523,0.0,0.00819672131147541,difficult
Q000086,The profit as a percentage of costs for the day was,179.46%,150.76%,163.28%,173.48%,B,Difficult,3.0,1.0,11,179.46,150.76,163.28,173.48,150.76,-0.5338260968999445,-0.4053228581749197,-0.8242601023364947,-0.44123915489240867,-0.47110634573971555,1.0,0.00819672131147541,difficult
Q000087,"What is the difference between compound interest and simple interest for the sum of `20,000 over a 2 year period if the compound interest is calculated at 20% and simple interest is calculated at 23%?",400,460,440,450,A,Easy,1.0,0.0,7,400.0,460.0,440.0,450.0,400.0,1.4667125498940559,1.1911275413373275,-0.6870322041616976,-0.4272964233547929,-0.45523935734803217,0.0,0.008064516129032258,easy
Q000088,Find the compound interest on `1000 at the rate of 20% per annum for 18 months when interest is compounded half-yearly.,331,1331,320,325,A,Easy,1.0,0.0,7,331.0,1331.0,320.0,325.0,331.0,0.37917140633490126,0.2598648082885166,-0.6164555395725284,0.056910721424427275,0.026853484840176117,0.0,0.008064516129032258,easy
Q000089,Find the principal if the interest compounded at the rate of 10% per annum for two years is `420.,2000,2200,1000,1100,A,Easy,1.0,0.0,7,2000.0,2200.0,1000.0,1100.0,2000.0,0.08378986117068644,0.12682727499582935,-0.1105082833704589,0.16887950338676663,0.12266373423404717,0.0,0.008064516129032258,easy
Q000090,Find the principal if compound interest is charged on the principal at the rate of 16 2/3 % per annum for two years and the sum becomes `196.,140,154,150,144,D,Easy,1.0,3.0,7,140.0,154.0,150.0,144.0,144.0,0.6745529514991161,0.7254961748129221,-0.8342675439329985,-0.4477002245520869,-0.47855825402590557,3.0,0.008064516129032258,easy
Q000091,The SBI lent 1331 to the Tata group at a compound interest and got 1728 after three years. What is the rate of interest charged if the interest is compounded annually?,11%,9.09%,12%,8.33%,B,Easy,1.0,1.0,7,11.0,9.09,12.0,8.33,9.09,1.0236402321477336,0.925052474751953,-0.9036506139432989,-0.4523007382631557,-0.4837948671276976,1.0,0.008064516129032258,easy
Q000092,In what time will 3300 become 3399 at 6% per annum interest compounded half-yearly?,6 months,1 year,1½ year,3 months,A,Easy,1.0,0.0,7,6.0,1.0,1.0,3.0,6.0,-0.10418021302472298,-0.2057665582358888,-0.9073783796025688,-0.451617484698973,-0.48312064685418515,0.0,0.008064516129032258,easy
Q000093,A sum of money invested at simple interest triples itself in 8 years at simple interest. Find in how many years will it become 8 times itself at the same rate?,24 years,28 years,30 years,21 years,B,Moderate,2.0,1.0,7,24.0,28.0,30.0,21.0,28.0,0.9162287611789282,0.925052474751953,-0.895721192632724,-0.4499224726917982,-0.4810929167082831,1.0,0.00684931506849315,moderate
Q000094,A sum of money invested at simple interest triples itself in 8 years. How many times will it become in 20 years time?,8 times,7 times,6 times,9 times,C,Moderate,2.0,2.0,7,8.0,7.0,6.0,9.0,6.0,0.3523185385926999,0.3929023415812039,-0.9049709170761878,-0.45270661255243555,-0.48413451192713614,2.0,0.00684931506849315,moderate
Q000095,"If 1100 is obtained after lending out x at 5% per annum for 2 years and 1800 is obtained after lending out y at 10% per annum for 2 years, find x + y.",2500,3000,2000,2200,A,Moderate,2.0,0.0,7,2500.0,3000.0,2000.0,2200.0,2500.0,0.7953908563390222,1.1246087746909839,0.32030080029771946,-0.012100550075370817,0.021277226938945525,0.0,0.00684931506849315,moderate
Q000096,"A part of `38,800 is lent out at 6% per six months. The rest of the amount is lent out at 5% per annum after one year. The ratio of interest after 3 years from the time when first amount was lent out is 5 : 4. Find the second part that was lent out at 5%.",26,600,28,800,B,Moderate,2.0,1.0,7,26.0,600.0,28.0,800.0,600.0,2.205166412804593,2.6545404075568872,-0.7245379361516331,-0.0505983231160957,-0.09328952630451932,1.0,0.00684931506849315,moderate
Q000097,"If the simple interest is 10.5% annual and compound interest is 10% annual, find the difference between the interests after 3 years on a sum of `1000.",15,12,16,11,C,Moderate,2.0,2.0,7,15.0,12.0,16.0,11.0,16.0,0.7953908563390222,0.6589774081665785,-0.9019299117797066,-0.4515996342290806,-0.48312064685418515,2.0,0.00684931506849315,moderate
Q000098,A sum of 1000 after 3 years at compound interest becomes a certain amount that is equal to the amount that is the result of a 3 year depreciation from 1728. Find the difference between the rates of CI and depreciation. (Given CI is 10% p.a.). (Approximately),3.33%,0.66%,3%,2%,D,Moderate,2.0,3.0,7,3.33,0.66,3.0,2.0,2.0,2.2454457144178948,1.989352741093451,-0.9076330637961492,-0.4527991424246335,-0.4843017996641731,3.0,0.00684931506849315,moderate
Q000099,The RBI lends a certain amount to the SBI on simple interest for two years at 20%. The SBI gives this entire amount to Bharti Telecom on compound interest for two years at the same rate annually. Find the percentage earning of the SBI at the end of two years on the entire amount.,4%,3(1/7)%,3(2/7)%,3(6/7)%,A,Moderate,2.0,0.0,7,4.0,3.0,3.0,3.0,4.0,2.5408272595821098,2.4549841076178565,-0.9071249624945288,-0.45351031004765463,-0.48514837700008717,0.0,0.00684931506849315,moderate
Q000100,The difference between CI and SI on a certain sum of money at 10% per annum for 3 years is `620. Find the principal if it is known that the interest is compounded annually.,200,000,20,000,B,Difficult,3.0,1.0,7,200.0,0.0,20.0,0.0,0.0,1.090772401503237,1.1246087746909839,-0.8808962918123778,-0.355333198010724,-0.38426880224146104,1.0,0.00819672131147541,difficult
Q000101,"The population of Mangalore was 1,283,575 on 1 January 2011 and the growth rate of population was 10% in the last year and 5% in the years prior to it, the only exception being 2009 when because of a huge exodus there was a decline of 20% in population. What was the population on January 1, 2005?",1,000,000,1,B,Difficult,3.0,1.0,7,1.0,0.0,0.0,1.0,0.0,2.769076635390821,2.6545404075568872,-0.9085187565887494,-0.45343171756486084,-0.48514837700008717,1.0,0.00819672131147541,difficult
Q000102,"According to the 2011 census, the population growth rate of Lucknow is going to be an increasing AP with first year’s rate as 5% and common difference as 5%, but simultaneously the migration rate is an increasing GP with first term as 1% and common ratio of 2. If the population on 31 December 2010 is 1 million, then find in which year will Lucknow witness its first fall in population?",2015,2016,2017,2018,B,Difficult,3.0,1.0,7,2015.0,2016.0,2017.0,2018.0,2016.0,3.977455683789881,3.585803140605698,0.11325902302895376,-0.45270661255243555,-0.48413451192713614,1.0,0.00819672131147541,difficult
Q000103,"Mohit Anand borrows a certain sum of money from the Mindworkzz Bank at 10% per annum at compound interest. The entire debt is discharged in full by Mohit Anand on payment of two equal amounts of `1000 each, one at the end of the first year and the other at the end of the second year. What is the approximate value of the amount borrowed by him?",1852,1736,1694,1792,B,Difficult,3.0,1.0,7,1852.0,1736.0,1694.0,1792.0,1736.0,3.4135454612036535,3.3197280740203237,-0.012435862558938285,-0.38428427197796544,-0.40555996877343237,1.0,0.00819672131147541,difficult
Q000104,"In order to buy a car, a man borrowed 180,000 on the condition that he had to pay 7.5% interest every year. He also agreed to repay the principal in equal annual instalments over 21 years. After a certain number of years, however, the rate of interest has been reduced to 7%. It is also known that at the end of the agreed period, he will have paid in all 270,900 in interest. For how many years does he pay at the reduced interest rate?",7 years,12 years,14 years,16 years,C,Difficult,3.0,2.0,7,7.0,12.0,14.0,16.0,14.0,4.648777377344915,4.517065873654509,-0.9025634545498068,-0.4500941042571676,-0.4810929167082831,2.0,0.00819672131147541,difficult
Q000105,A sum of `8000 is borrowed at 5% p.a. compound interest and paid back in 3 equal annual instalments. What is the amount of each instalment?,2937.67,3000,2037.67,2739.76,A,Difficult,3.0,0.0,7,2937.67,3000.0,2037.67,2739.76,2937.67,0.6477000837569147,0.5924586415202348,0.44892265348347477,-0.005358932306302625,0.002181078289913095,0.0,0.00819672131147541,difficult
Q000106,"Divide `1400 into three parts in such a way that half of the first part, one-fourth of the second part and one-eighth of the third part are equal.",300,600,500,200,B,Easy,1.0,1.0,14,300.0,600.0,500.0,200.0,600.0,0.7416851208546195,0.7254961748129221,-0.7060384872647055,-0.26851208745133465,-0.2828822949463594,1.0,0.008064516129032258,easy
Q000107,"Divide `5000 among A, B, C and D so that A and B together get 3/7th of what C and D get together, C gets 1.5 times of what B gets and D gets 4/3 times as much as C. Now the value of what B gets is",500,1000,2000,1500,B,Easy,1.0,1.0,14,500.0,1000.0,2000.0,1500.0,1000.0,1.413006814409653,2.055871507739795,-0.2752294035965271,0.20184530524928396,0.2747434951766996,1.0,0.008064516129032258,easy
Q000108,"If pqqr=prpq=…\frac{pq}{qr} = \frac{pr}{pq} = \dotsqrpq​=pqpr​=…, each fraction is equal to",(p + q + r)^2,1/2,1/3,None of these,B,Easy,1.0,1.0,14,2.0,1.0,1.0,1732.0,1.0,0.003231257944082404,-0.4053228581749197,-0.6888061239179784,0.42521202244115874,0.391844911102542,1.0,0.008064516129032258,easy
Q000109,"If 3x^2 + 3y^2 = 10xy, what is the ratio of x to y? (Hint: Use options to solve fast)",1:4,3:2,1:3,1:2,C,Easy,1.0,2.0,14,1.0,3.0,1.0,1.0,1.0,-0.07732734528252164,0.19334604164217298,-0.9080119223726691,-0.45300228025268985,-0.4846414444636117,2.0,0.008064516129032258,easy
Q000110,"If p, q, r, s are in continued proportion then (p–s)x≥(q–r)(p – s)^x ≥ (q – r)(p–s)x≥(q–r). What is the value of x?",5,3,7,9,B,Easy,1.0,1.0,14,5.0,3.0,7.0,9.0,3.0,0.32546567085049855,0.3929023415812039,-0.9057311684003082,-0.4513948852622518,-0.4826137143177096,1.0,0.008064516129032258,easy
Q000111,"If 3 examiners can examine a certain number of answer books in 10 days by working 4 hours a day, for how many hours a day would 4 examiners have to work in order to examine thrice the number of answer books in 30 days?",3,1,8,6,A,Easy,1.0,0.0,14,3.0,1.0,8.0,6.0,3.0,1.7083883595738678,1.8563152078007639,-0.9064914197244285,-0.45085928219735316,-0.4821067817812341,0.0,0.008064516129032258,easy
Q000112,"In a mixture of 60 litres, the ratio of milk and water is 2:3. How much water must be added to this mixture so that the ratio of milk and water becomes 1:2?",10 litres,12 litres,15 litres,20 litres,B,Easy,1.0,1.0,14,10.0,12.0,15.0,20.0,12.0,0.8759494595656262,1.0580900080446403,-0.9015497861176465,-0.44959916194494687,-0.4805859841718076,1.0,0.008064516129032258,easy
Q000113,"If the work done by p men in (p + 2) days is to the work done by (p + 4) men in (p – 1) days in the ratio 1:1, then the value of p is",2,4,6,5,B,Moderate,2.0,1.0,14,2.0,4.0,6.0,5.0,4.0,0.5671414805303107,1.3241650746300146,-0.9066181282784486,-0.4522830877437379,-0.48362757939066064,1.0,0.00684931506849315,moderate
Q000114,"The duration of a railway journey varies as the distance and inversely as the velocity; the velocity varies directly as the square root of the quantity of coal used, and inversely as the number of carriages in the train. In a journey of 50 km in half an hour with 18 carriages, 100 kg of coal is required. How much coal will be consumed in a journey of 42 km in 28 minutes with 16 carriages?",64 kg,49 kg,25 kg,36 kg,A,Moderate,2.0,0.0,14,64.0,49.0,25.0,36.0,64.0,4.031161419274284,3.9183969738374165,-0.8867248852973003,-0.436925571882121,-0.46588494061401786,0.0,0.00684931506849315,moderate
Q000115,The mass of a circular disc varies as the squares of the radius when the thickness remains the same; it also varies as the thickness when the radius remains the same. Two discs have their thicknesses in the ratio 16:3; find the ratio of the radii if the mass of the first is thrice that of the second.,3:4,5:2,2:1,1:2,A,Moderate,2.0,0.0,14,3.0,5.0,2.0,1.0,3.0,2.822782370875224,2.721059174203231,-0.9073783796025688,-0.4522830877437379,-0.48362757939066064,0.0,0.00684931506849315,moderate
Q000116,If p and q are positive integers then 2 always lies between:,(p + q)/(p – q) and pq,p/q and (p + 2q)/(p + q),p and q,pq/(p + q) and (p – q)/pq,B,Moderate,2.0,1.0,14,2459.0,2.0,1151.0,2924.0,2.0,-0.41298819206003845,-0.33880409152857605,-0.08060506462172651,0.8890056747557491,0.9956015620448723,1.0,0.00684931506849315,moderate
Q000117,"The cost of digging a pit was `2,694. How much will it cost (approximately) if the wages of workmen per day had been increased by 1/8 of the former wages and length of the working day increased by 1/20 of the former period?",2886,2468,2878,2000,A,Moderate,2.0,0.0,14,2886.0,2468.0,2878.0,2000.0,2886.0,1.7755205289293712,1.7232776745080765,0.3877097510363874,-0.027173330618474906,-0.03651308221926241,0.0,0.00684931506849315,moderate
Q000118,"A vessel contains p litres of wine, and another vessel contains q litres of water. r litres are taken out of each vessel and transferred to the other. If r × (p + q) = pq. If A and B are the respective values of the amount of wine contained in the respective containers after this operation, then what can be said about the relationship between A and B?",A = B,2A/C > 2B/C,A – B = 4c,None of these,D,Moderate,2.0,3.0,14,756.0,2.0,4.0,1732.0,1732.0,3.5209569321724583,3.452765607313011,-0.5927610399707786,0.37897930439587507,0.3913379785660665,3.0,0.00684931506849315,moderate
Q000119,"If sum of the roots and the product of the roots of a quadratic equation S are in the ratio of 3:1, then which of the following is true?",f(S) < 0,(b² – 4ac) < 0,S is a perfect square,None of these,D,Moderate,2.0,3.0,14,0.0,4.0,2467.0,1732.0,1732.0,0.6074207821436127,0.7920149414592657,-0.3762161211505089,0.8136324634013107,0.764947257948516,3.0,0.00684931506849315,moderate
Q000120,"The incomes of Rahul, Saurav, and Sachin are in the ratio of 4:5:6 respectively and their spending are in the ratio of 6:7:8 respectively. If Rahul saves one fourth his income, then the savings of Rahul, Saurav, and Sachin are in the ratio:",2:3:4,5:6:9,5:9:6,9:5:6 (e) None of these,A,Moderate,2.0,0.0,14,2.0,5.0,5.0,9.0,2.0,2.003769904738083,1.7232776745080765,-0.9061112940623683,-0.4510999308591364,-0.4821067817812341,0.0,0.00684931506849315,moderate
Q000121,"If a : b = c : d, and e : f = g : h, then (ae + bf) : (ae – bf) = ?",(e+f)/(e–f),(cg + dh)/(cg – dh),(ce + df)/(cg + dh),(e–f)/(e+f),B,Moderate,2.0,1.0,14,1427.0,2217.0,2215.0,9595.0,2217.0,-0.3190031549623338,0.5924586415202348,1.0493818201291014,3.446695122567788,3.6549696483953884,1.0,0.00684931506849315,moderate
Q000122,"X is an alloy of A and B. Y is an alloy containing 80% of A, 4% of B and 16% of C. A fused mass of X and Y is found to contain 74% of A, 16% of B, and 10% of C. The ratio of A to B in X is:",9:16,12:17,16:9,None of these,C,Moderate,2.0,2.0,14,9.0,12.0,16.0,1732.0,16.0,1.3190217773119484,2.388465340971513,-0.6846247416353166,0.4196284222921777,0.38778945081073796,2.0,0.00684931506849315,moderate
Q000123,Two alloys of gold and silver are in the ratios 1:2 and 2:3. In what ratio must they be mixed to get an alloy of 3:5?,3 & 5,2 & 9,2 & 5,1 & 5,A,Difficult,3.0,0.0,14,3.0,2.0,2.0,1.0,3.0,0.3523185385926999,0.5924586415202348,-0.907758505264629,-0.4531887306614231,-0.4846414444636117,0.0,0.00819672131147541,difficult
Q000124,Two oil quantities differ by 2 kg. Each receives 96 kcal heat; the larger is 4°C cooler. Find their masses.,6 & 8,4 & 6,2 & 9,4 & 9,A,Difficult,3.0,0.0,14,6.0,4.0,2.0,4.0,6.0,0.21805419988169317,0.19334604164217298,-0.9067448368324685,-0.45235912148022683,-0.48362757939066064,0.0,0.00819672131147541,difficult
Q000125,"Two alloys of gold & silver: first has twice gold as silver, second has 5× less gold. How many times more of second to get twice silver as gold?",2×,3×,4×,10×,A,Difficult,3.0,0.0,14,2.0,3.0,4.0,10.0,2.0,0.714832253112418,0.7920149414592657,-0.9063647111704084,-0.4503666456126009,-0.4815998492447586,0.0,0.00819672131147541,difficult
Q000126,Zinc–copper alloy problem: when mixed with 3 kg pure Zn → 90% Zn; when mixed with 2 kg of 90% Zn → 84% Zn. Find wt. & % of Zn.,2.4 kg,80%,1.4 kg,88%,A,Difficult,3.0,0.0,14,2.4,80.0,1.4,88.0,2.4,0.473156443432606,0.8585337081056094,-0.8870036441161444,-0.40574068069410313,-0.44175495187778363,0.0,0.00819672131147541,difficult
Q000127,"Two salt solutions: first has 0.8 kg, second 0.6 kg salt; total 10 kg solution. If first has 10% more salt, find weights.",4 kg & 6 kg,3 kg & 7 kg,4 kg & 9 kg,5 kg & 9 kg,A,Difficult,3.0,0.0,14,4.0,3.0,4.0,5.0,4.0,0.4060242740771026,0.3929023415812039,-0.9067448368324685,-0.4531887306614231,-0.4846414444636117,0.0,0.00819672131147541,difficult
Q000128,"A 729 L honey barrel: each time ‘a’ L removed, replaced with water, repeated 6 times → 64 L honey left. Find a.",243 L,81 L,2.7 L,3 L,A,Difficult,3.0,0.0,14,243.0,81.0,2.7,3.0,243.0,0.2717599353660959,0.3929023415812039,-0.8669963634363781,-0.338988356112316,-0.363839421021498,0.0,0.00819672131147541,difficult
Q000129,Two alloys: Ni:Sn = 5:2 and 3:4. How many kg of each to get 28 kg alloy with equal Ni & Sn?,9 & 22,17 & 11,7 & 21,8 & 20,C,Difficult,3.0,2.0,14,9.0,17.0,7.0,8.0,7.0,0.003231257944082404,0.32638357493486025,-0.9035771229819672,-0.4493714174770259,-0.4805859841718076,2.0,0.00819672131147541,difficult
Q000130,Two alloys Al:Fe = 4:1 and 1:3; 10 kg + 16 kg + pure Al added → Al:Fe = 3:2. Find total wt. of new alloy.,15,35,65,95,B,Difficult,3.0,1.0,14,15.0,35.0,65.0,95.0,35.0,0.19120133213949184,0.5924586415202348,-0.8821633773525784,-0.41845625419508575,-0.445100706618522,1.0,0.00819672131147541,difficult
Q000131,"Two alloys of gold, silver, platinum: first 40% Pt, second 26% Ag, same % of Au. 150 kg + 250 kg → 30% Au. Find platinum.",170 kg,175 kg,160 kg,165 kg,A,Difficult,3.0,0.0,14,170.0,175.0,160.0,165.0,170.0,0.4060242740771026,0.5924586415202348,-0.8238774425033543,-0.4474597033917003,-0.47805132148943,0.0,0.00819672131147541,difficult
Q000132,Two iron alloys (6 kg & 12 kg). Equal parts cut and interchanged → % of iron equalized. Find wt. of each cut piece.,4 kg,2 kg,3 kg,5 kg,A,Difficult,3.0,0.0,14,4.0,2.0,3.0,5.0,4.0,0.32546567085049855,0.4594211082275475,-0.9069982539405087,-0.45270661255243555,-0.48413451192713614,0.0,0.00819672131147541,difficult
Q000133,"Given this situation, the minimum number of days in which the company can launch a new toy going through all the stages is",40 days,40.5 days,45 days,44 days,B,Difficult,3.0,1.0,15,40.0,40.5,45.0,44.0,40.5,0.41945070794820327,0.3929023415812039,-0.8872950737903905,-0.45148242798329724,-0.48312064685418515,1.0,0.00819672131147541,difficult
Q000134,"If A and C refuse to have anything to do with the manufacturing setup, the number of days by which the project will get delayed will be",5 days,4 days,3 days,6 days,B,Difficult,3.0,1.0,15,5.0,4.0,3.0,6.0,4.0,0.5939943482725121,0.6589774081665785,-0.9064914197244285,-0.45270661255243555,-0.48413451192713614,1.0,0.00819672131147541,difficult
Q000135,"If each of the five works is equally valued at `10,000, the maximum amount will be received by",A,C,D,E,B,Difficult,3.0,1.0,15,165.0,167.0,168.0,169.0,167.0,0.04351055955738442,0.06030850834948573,-0.8240041510573743,-0.4522830877437379,-0.48362757939066064,1.0,0.00819672131147541,difficult
Q000136,"If C works at 90.909% of his efficiency during marketing and launch, who will be highest paid amongst the five of them?",A,C,D,E,B,Difficult,3.0,1.0,15,165.0,167.0,168.0,169.0,167.0,0.37917140633490126,0.32638357493486025,-0.8240041510573743,-0.4522830877437379,-0.48362757939066064,1.0,0.00819672131147541,difficult
Q000137,"If the company decides that the first 4 works can be started simultaneously and the experts will be allocated to their respective work areas only and a work will be done by a non-expert only if the work in his area of expertise is completed, then the expert who will first be assisted in his work will be (marketing & launch only after first 4 complete)",A,B,C,D,A,Difficult,3.0,0.0,15,165.0,166.0,167.0,168.0,165.0,3.5209569321724583,3.25320930737398,-0.8243842767194345,-0.45270661255243555,-0.48413451192713614,0.0,0.00819672131147541,difficult
Q000138,"If each work has an equal payment of `10,000, the lowest earning for the above situation will be for",A,E,C,B,C,Difficult,3.0,2.0,15,165.0,169.0,167.0,166.0,167.0,0.12406916278398847,0.12682727499582935,-0.8242575681654144,-0.4522830877437379,-0.48362757939066064,2.0,0.00819672131147541,difficult
Q000139,"The Sinhagad Express left Pune at noon. Two hours later, the Deccan Queen started from Pune in the same direction. The Deccan Queen overtook the Sinhagad Express at 8 p.m. Find the average speed of the two trains over this journey if the sum of their average speeds is 70 km/h.",34.28 km/h,35 km/h,50 km/h,12 km/h,A,Very Easy,0.0,0.0,16,34.28,35.0,50.0,12.0,34.28,2.5005479579688075,2.2554278076788257,-0.8921378747250369,-0.438108987930143,-0.46639187315049335,0.0,0.011111111111111112,very_easy
Q000140,"Walking at 3/4 of his normal speed, Abhishek is 16 minutes late in reaching his office. The usual time taken by him to cover the distance between his home and his office is",48 minutes,60 minutes,42 minutes,62 minutes,A,Very Easy,0.0,0.0,16,48.0,60.0,42.0,62.0,48.0,1.090772401503237,1.0580900080446403,-0.8819099602445383,-0.44427263862072286,-0.4755166588070525,0.0,0.011111111111111112,very_easy
Q000141,"Ram and Bharat travel the same distance at the rate of 6 km/h and 10 km/h respectively. If Ram takes 30 minutes longer than Bharat, the distance travelled by each is",6 km,10 km,7.5 km,20 km,C,Very Easy,0.0,2.0,16,6.0,10.0,7.5,20.0,7.5,0.9967873644055323,0.925052474751953,-0.9032603515969171,-0.447614006818573,-0.47855825402590557,2.0,0.011111111111111112,very_easy
Q000142,Two trains for Mumbai leave Delhi at 6:00 a.m. and 6:45 a.m. and travel at 100 kmph and 136 kmph respectively. How many kilometres from Delhi will the two trains be together?,262.4 km,260 km,283.33 km,275 km,C,Very Easy,0.0,2.0,16,262.4,260.0,283.33,275.0,283.33,1.1176252692454383,0.9915712413982966,-0.7718344381106981,-0.44288308579460334,-0.47382857346058904,2.0,0.011111111111111112,very_easy
Q000143,"Two trains, Calcutta Mail and Bombay Mail, start at the same time from Kolkata and Mumbai respectively towards each other. After passing each other, they take 12 hours and 3 hours to reach Mumbai and Kolkata respectively. If the Calcutta Mail is moving at the speed of 48 km/h, the speed of the Bombay Mail is",24 km/h,22 km/h,21 km/h,96 km/h,D,Very Easy,0.0,3.0,16,24.0,22.0,21.0,96.0,96.0,2.930193841844029,2.5880216409105437,-0.8881186793915209,-0.4165720291714282,-0.44763536930089953,3.0,0.011111111111111112,very_easy
Q000144,"Shyam’s house, his office and his gym are all equidistant from each other. The distance between any 2 of them is 4 km. Shyam starts walking from his gym in a direction parallel to the road connecting his office and his house and stops when he reaches a point directly east of his office. He then reverses direction and walks till he reaches a point directly south of his office. The total distance walked by Shyam is",6 km,9 km,16 km,12 km,D,Very Easy,0.0,3.0,16,6.0,9.0,16.0,12.0,12.0,4.366822266051801,3.98491574048376,-0.9033237058739272,-0.4496777313717075,-0.4805859841718076,3.0,0.011111111111111112,very_easy
Q000145,"Lonavala and Khandala are two stations 600 km apart. A train starts from Lonavala at 25 km/h. After two hours, another train starts from Khandala at 35 km/h. How far from Lonavala will they cross?",250 km,300 km,279.166 km,475 km,C,Very Easy,0.0,2.0,16,250.0,300.0,279.166,475.0,279.166,1.413006814409653,1.1911275413373275,-0.7435231856346737,-0.3509890011659077,-0.37159548882957333,2.0,0.011111111111111112,very_easy
Q000146,"Walking at 3/4 of his normal speed, a man takes 2½ hours more than the normal time. Find the normal time.",7.5 h,6 h,8 h,12 h,A,Very Easy,0.0,0.0,16,7.5,6.0,8.0,12.0,7.5,0.19120133213949184,0.2598648082885166,-0.9045274371371177,-0.45141546169429714,-0.4826137143177096,0.0,0.011111111111111112,very_easy
